Crop Name,Nitrogen (N),Phosphorus (P),Potassium (K),Temperature (°C),Humidity (%),pH,Soil Type,Required Water (mm per acre)
Rice,236,85,121,21.88387144739757,38.547017930682266,4.3,Peaty,649
Pulses,212,49,39,23.654831613354585,81.63021162236237,5.0,Silty,1358
Pulses,74,67,95,38.308210877214876,67.5637672833191,4.1,Peaty,1493
Barley,105,90,80,37.72979860461016,98.80528012691293,8.4,Silty,510
Barley,225,80,88,30.161793889615385,92.28655436505304,8.6,Clay,583
Millets,245,64,49,36.51267353574526,36.71451340514568,5.3,Clay,1337
Millets,99,43,60,22.41259746516264,90.50334930578265,8.5,Loamy,410
Millets,211,85,112,20.68356992098901,23.7471179924514,5.8,Peaty,1086
Rice,158,63,133,20.27134508964111,58.66984347072548,6.7,Clay,438
Soybean,85,90,108,23.05404926356198,35.31778849464787,5.1,Chalky,585
Maize,60,43,37,10.000836631445868,35.81464280780554,8.4,Sandy,1099
Groundnut,119,77,87,10.869010857906995,59.8502177500259,4.0,Loamy,1333
Groundnut,252,23,66,26.484720572783566,44.42866763599816,4.8,Clay,525
Wheat,119,82,115,33.39876493175011,97.62306333114167,6.7,Silty,1214
Barley,290,78,68,37.64336606492921,73.36439867946072,6.9,Sandy,784
Sugarcane,196,57,53,14.917115524629217,93.61548051817846,5.5,Silty,1157
Pulses,186,51,83,13.03455522122155,46.90794365401322,4.1,Chalky,797
Pulses,262,79,24,14.089809405054673,88.5549074697346,4.9,Clay,967
Groundnut,220,80,60,18.435796548147877,47.24832930896255,8.5,Clay,882
Wheat,154,81,143,23.462096953730857,81.09941912623971,6.1,Silty,438
Pulses,82,63,52,10.754856278502983,31.0153408872333,7.1,Sandy,434
Groundnut,94,35,41,21.39720860292713,49.9328473533842,5.7,Peaty,829
Cotton,94,63,74,26.043366480761822,22.757839497645787,8.4,Loamy,544
Sugarcane,231,74,116,12.609958557746953,96.01950200654618,7.4,Silty,1033
Pulses,137,69,97,37.93911892837157,74.92990385505202,7.3,Silty,878
Barley,236,55,46,10.663575731815536,93.30853602796,7.2,Clay,832
Soybean,188,42,138,34.48799170940661,41.055997741951174,8.7,Peaty,1243
Soybean,285,84,91,16.170577013420022,57.844839867218035,4.6,Peaty,917
Pulses,264,91,83,10.964736076241282,30.35372427676787,4.6,Chalky,1130
Sugarcane,299,71,20,13.74916446238506,42.74489998843795,6.0,Sandy,574
Wheat,204,25,105,37.47523033622177,21.089439196772517,9.0,Loamy,933
Wheat,74,53,55,21.55022188271253,68.8959243132841,7.0,Peaty,551
Sugarcane,132,69,30,38.9330469585187,23.018155156618434,5.4,Loamy,1318
Groundnut,283,33,134,24.319772113095528,88.38862919287646,8.2,Sandy,1113
Rice,100,51,117,22.357172935604527,59.30842574953522,5.5,Silty,816
Sugarcane,272,31,120,10.749927780349358,45.121224140879335,8.5,Chalky,465
Wheat,163,100,107,22.199696680071426,95.98344069126861,4.3,Peaty,397
Sugarcane,181,67,70,14.276167301901872,71.48447498384695,4.8,Silty,1313
Millets,208,57,149,13.82564713877273,26.88252694992805,8.3,Clay,1032
Wheat,59,26,127,33.42396951678414,55.64353448147177,4.1,Clay,1210
Millets,209,75,72,26.3753561080891,47.75047349939179,5.8,Clay,1336
Maize,108,46,71,17.33369167846729,95.75012829037937,6.0,Silty,960
Sugarcane,197,59,122,22.129881886229565,87.2302517225608,8.0,Chalky,955
Soybean,287,57,100,37.61624774455967,85.6501774580735,4.5,Peaty,1160
Cotton,188,28,66,11.432016710324836,45.36798866225326,7.5,Clay,835
Barley,300,77,94,30.23417345258375,62.788316703332356,7.6,Chalky,316
Maize,212,78,89,38.86953939247907,75.30539766349669,8.9,Peaty,1246
Cotton,260,84,56,16.699207782129943,72.34055114541508,4.3,Peaty,1301
Millets,126,37,61,17.38538243891226,68.4146042281317,6.4,Silty,893
Rice,58,92,125,15.657000156267141,97.53875239503058,6.8,Silty,571
Rice,119,73,149,32.63625425246896,29.638308858454963,8.8,Chalky,772
Maize,74,86,115,11.570434531168715,21.54870388693503,8.0,Chalky,658
Barley,122,22,20,12.809078767286124,91.41919616928975,4.6,Loamy,1076
Soybean,198,52,106,14.19421015593863,65.82945643706614,7.0,Peaty,1345
Wheat,94,47,86,22.073452591038336,75.27272103430326,5.7,Clay,621
Sugarcane,253,82,120,20.706247960542118,94.29674621153093,4.1,Sandy,1016
Cotton,138,49,136,28.918789796505013,58.651304985028794,5.9,Loamy,1365
Barley,86,96,57,10.780321891777087,95.36663025459855,7.7,Sandy,445
Cotton,209,78,76,19.113912995109068,68.43194105804648,8.3,Peaty,806
Soybean,276,94,88,12.827413863363219,84.26266062996842,8.2,Chalky,525
Soybean,266,80,149,15.31695935379803,23.584536596353097,8.9,Chalky,1261
Barley,52,24,50,29.709067273952698,44.40544029268462,7.5,Sandy,737
Groundnut,278,39,69,31.091821520466844,32.52115892379477,4.3,Silty,386
Soybean,177,42,138,22.896448356343654,72.55424347549982,5.3,Peaty,1107
Barley,290,72,131,27.731658932831053,79.71134973793771,7.8,Loamy,1213
Rice,115,67,77,34.07735783060268,74.67815277715498,4.7,Sandy,474
Sugarcane,267,22,95,25.70048306713332,71.25164293585476,5.9,Peaty,646
Millets,282,68,58,15.092738522667695,93.62441595145737,4.1,Sandy,1195
Soybean,217,60,51,37.68560979254475,95.31328153404301,5.9,Peaty,1400
Pulses,136,71,25,10.880842230579518,82.473937433314,8.9,Clay,879
Rice,125,44,94,39.37339719655152,58.99139738645807,5.6,Peaty,696
Wheat,124,46,20,13.688767848144998,51.965870902335766,7.2,Clay,1360
Millets,100,94,77,13.291260222428821,92.98522088805156,6.2,Silty,1321
Wheat,149,89,63,23.956118556250964,41.301997411739215,7.9,Loamy,939
Maize,129,52,106,20.957964769339924,58.54495802735107,6.9,Silty,1406
Rice,133,32,87,23.990590004118403,80.25531620119813,7.8,Silty,974
Cotton,126,86,51,15.63778165615138,46.80000634328983,4.4,Silty,747
Wheat,193,57,81,17.681451803240854,76.87865966253533,7.1,Clay,765
Soybean,184,69,131,31.543786605633827,56.94341372011935,7.0,Chalky,1379
Soybean,151,100,45,33.18844481921353,36.41114103970709,5.7,Silty,332
Barley,259,60,35,27.224478776070384,81.32293356356196,6.0,Silty,749
Pulses,193,51,83,18.34697799801879,89.91687611778657,7.6,Loamy,1256
Maize,70,95,34,33.114120006390834,28.760094240839518,7.6,Chalky,541
Maize,258,46,102,20.710797587075916,20.59447822469722,8.5,Sandy,954
Barley,217,56,87,17.607015225520147,57.805020615361535,5.3,Clay,414
Millets,167,86,96,19.324208400244057,49.0109710855802,5.5,Sandy,1197
Sugarcane,186,72,114,34.15786665860025,60.79297115460216,6.1,Sandy,1367
Pulses,293,89,81,23.37855919269093,75.325832382748,6.4,Loamy,1369
Wheat,174,28,20,35.92328751199328,56.80755376702515,5.2,Loamy,803
Wheat,260,99,143,19.84551882612741,51.440440066586746,5.0,Peaty,363
Millets,51,63,92,21.329256743819226,90.2596894872511,8.5,Sandy,631
Pulses,156,22,44,20.222370488211475,41.76736060798028,4.7,Loamy,1088
Barley,73,35,91,15.59673572965001,56.026504293154304,6.5,Chalky,1264
Cotton,178,42,49,18.09379520939611,30.27226953965023,4.7,Clay,1104
Rice,70,97,59,28.178902692540923,49.19911012380625,7.4,Silty,917
Rice,138,54,138,15.378430849177374,81.6506879844664,5.0,Clay,1022
Wheat,272,22,37,33.82582734637457,69.0233770709495,8.4,Clay,787
Pulses,281,48,137,19.932000876106073,43.21870081500649,6.1,Sandy,751
Wheat,282,32,47,23.451582625692136,90.65090778580429,7.0,Peaty,317
Soybean,114,69,64,21.914439590774165,20.977194878864793,8.3,Clay,1235
Maize,149,68,121,15.258715618279812,64.62457720717944,7.9,Chalky,1254
Maize,244,30,39,13.48643127668412,97.89261395603819,4.3,Silty,533
Millets,102,96,56,34.5768656112652,90.79862773210849,8.4,Loamy,1241
Groundnut,53,88,76,16.74087674281817,67.84565164773932,6.5,Loamy,1471
Cotton,227,39,78,17.877195807958877,82.89153740951892,5.6,Silty,1241
Barley,229,71,126,37.2293957782005,70.74196528736047,5.7,Silty,947
Maize,243,49,118,29.126868670271985,62.03127972285532,6.4,Peaty,708
Millets,215,59,145,30.346840776604566,33.32842318916513,6.2,Clay,1155
Wheat,168,83,149,30.073854631755957,88.77021671694632,8.9,Chalky,1199
Cotton,253,70,38,21.84780185276875,65.29625528730891,5.9,Clay,698
Maize,128,63,107,20.196708240863074,39.28801390620322,4.4,Sandy,897
Groundnut,125,27,81,33.789305971466646,22.00179449061464,5.1,Sandy,336
Soybean,210,37,77,37.4554921839474,83.97000280755537,4.1,Silty,496
Maize,203,28,44,31.86737181119878,45.67872042451402,7.9,Peaty,1229
Maize,116,59,115,33.35459098298823,87.82977259931313,7.8,Clay,487
Millets,165,92,94,30.52391066804574,84.50531086156597,4.5,Peaty,868
Barley,135,25,126,39.27996175136096,89.81308568857295,5.4,Clay,416
Wheat,111,66,26,24.6134334777774,28.907687328982668,5.6,Silty,722
Wheat,136,92,149,28.8026674007076,40.54681682313591,5.2,Loamy,1383
Groundnut,236,22,21,11.316573042933733,68.34841739301704,5.2,Silty,1132
Sugarcane,276,59,32,37.5683206071099,74.29731297291417,6.3,Peaty,712
Rice,167,82,58,15.307217899146671,97.55294725738187,8.3,Sandy,1035
Groundnut,150,60,125,29.21004891687272,43.28851037965872,6.7,Clay,1164
Barley,186,20,44,28.914847217693502,28.511579130053207,4.6,Chalky,554
Pulses,76,95,80,28.806011101873693,53.029773133931535,7.5,Sandy,1213
Sugarcane,214,50,67,29.6292489181369,65.69023392255927,8.0,Sandy,932
Soybean,139,51,24,26.686116531895134,26.09830338606504,4.4,Silty,1215
Maize,195,75,69,23.145897538268418,21.4345762363357,7.2,Peaty,664
Wheat,138,89,96,33.927305989240395,83.86159943489824,6.5,Peaty,1265
Sugarcane,62,79,69,22.049239292221323,52.55578612472961,5.2,Clay,1297
Soybean,74,46,146,18.01273230837181,31.92411146248456,4.8,Loamy,574
Rice,239,81,73,39.60822198141615,32.893283954986366,7.5,Clay,421
Barley,196,66,88,37.22252458859502,59.31108555388454,5.3,Chalky,495
Maize,273,81,31,25.32382628781013,36.61806835509438,8.5,Clay,1045
Pulses,78,26,50,28.496113600511023,44.551532783678745,5.6,Silty,1494
Cotton,245,69,147,14.828445013873871,36.15084461648422,4.9,Clay,991
Cotton,128,36,148,17.65636287525122,63.21642025902357,4.8,Peaty,666
Cotton,234,70,126,14.94288110567997,85.36071508599487,7.3,Loamy,1365
Millets,277,98,25,18.079041352981214,28.256264607636055,7.3,Silty,651
Cotton,55,48,42,17.87323939988458,42.3420550504824,8.6,Sandy,863
Pulses,261,88,80,14.328337604276019,20.559460042225464,5.6,Chalky,1170
Cotton,270,28,95,22.595600054219446,59.4128805488333,8.5,Clay,1213
Soybean,282,82,82,18.92365000469799,31.93021469891754,8.5,Chalky,759
Barley,230,50,88,32.96083135763634,58.9644912699757,7.5,Peaty,771
Cotton,234,54,49,12.714070586160673,82.45277003813783,7.5,Sandy,484
Millets,117,68,112,31.57852574386216,61.83207696295958,6.2,Clay,369
Barley,188,49,96,16.53952487012276,86.92637412421557,4.5,Chalky,832
Groundnut,218,62,150,20.901711111980248,91.51047133931111,5.4,Sandy,454
Wheat,201,67,79,28.98945329531324,88.62026755864574,7.9,Sandy,1470
Wheat,103,93,96,26.60866060573193,29.115956951127195,8.5,Silty,466
Sugarcane,106,91,26,13.209081694960865,46.89249772930117,7.2,Silty,672
Rice,66,52,95,13.924510512258266,98.97682097653356,5.2,Sandy,329
Sugarcane,215,58,90,36.361432530258234,85.77442083456793,7.7,Chalky,623
Soybean,258,28,78,34.953829515271565,56.658035592704685,7.9,Sandy,1183
Wheat,276,82,48,32.76783191682128,55.897735961101105,4.8,Silty,995
Millets,266,32,89,21.83499290598386,68.5284290536795,6.7,Clay,1464
Wheat,269,57,58,10.414786369803531,55.778553990314876,5.3,Peaty,441
Rice,210,56,80,29.91071447089833,47.566698457030995,9.0,Silty,1249
Cotton,144,90,68,10.425945515715112,90.35204837391899,8.5,Clay,1277
Barley,245,43,99,21.10606768442488,56.75267770390413,6.1,Peaty,1366
Sugarcane,129,43,25,31.332467516461968,61.53183577940617,6.5,Sandy,1277
Groundnut,89,47,49,10.327254386930331,87.5770932718869,7.9,Silty,635
Cotton,260,61,21,20.34007441608067,68.61731354093442,8.1,Clay,991
Wheat,187,41,51,35.14209268298657,92.58981321954151,6.5,Silty,444
Cotton,231,75,49,12.921418237641735,90.77627397472423,4.7,Sandy,348
Cotton,217,67,99,15.924332459111472,51.32639309727785,6.0,Sandy,1295
Cotton,290,71,143,13.291969931330746,42.02758766000685,6.7,Silty,458
Pulses,268,84,90,14.531457638295333,88.91926873288399,8.2,Peaty,1162
Groundnut,267,62,92,19.21972361056587,53.587458219823205,8.8,Chalky,1418
Sugarcane,67,44,144,22.53597764621147,57.675723598327195,8.5,Chalky,1228
Barley,267,66,52,17.93221417094318,38.04481851572241,7.2,Peaty,939
Soybean,166,91,28,22.23685980015601,36.46936017520577,6.3,Peaty,774
Rice,56,37,23,18.183061096912578,79.33340100820973,6.1,Sandy,955
Rice,214,36,128,11.364529174285348,60.01483004413943,4.7,Chalky,432
Wheat,246,63,37,19.233085641740573,79.36857498443702,5.2,Loamy,620
Millets,113,48,117,21.410946219748777,45.92153654293576,6.2,Sandy,760
Millets,285,93,123,34.909179753187274,84.62125024342666,6.4,Loamy,615
Millets,182,92,87,23.925605348533324,37.79082336783268,7.5,Silty,1468
Pulses,211,60,132,10.005613747373976,74.42376483315073,4.3,Silty,454
Barley,288,29,47,25.935405870138805,62.77934744074811,7.0,Silty,461
Groundnut,295,86,48,31.609227505367215,31.12144530359953,8.0,Chalky,601
Soybean,92,52,120,23.57527916486702,62.330810239553315,8.8,Silty,961
Maize,254,50,137,38.35005441881255,39.01294331708654,4.2,Sandy,330
Millets,296,69,109,20.909293861408393,56.115711354208585,4.1,Silty,1014
Wheat,128,93,97,18.27105958723839,41.65546542934945,7.2,Loamy,1393
Rice,200,90,60,29.08583896544926,30.564657307772116,6.6,Chalky,1076
Barley,160,52,84,10.254397150743063,37.56072155393069,4.0,Loamy,1075
Rice,163,93,41,15.89133830213006,20.749508084417243,6.7,Silty,449
Rice,57,77,99,34.752229111569875,23.838894930018604,6.3,Peaty,782
Maize,83,54,99,37.980103158311536,61.51048208123153,4.0,Clay,1008
Soybean,69,73,132,31.87275246002331,82.08558470273957,7.5,Peaty,430
Pulses,163,83,141,18.378641302380295,51.7811023840374,4.3,Clay,1270
Wheat,242,38,84,25.039775618452005,74.51880386054333,4.9,Loamy,733
Millets,196,65,96,34.19309635215778,98.30099147255312,8.9,Clay,885
Millets,100,87,95,13.660718214019138,22.879568831412715,7.0,Loamy,531
Groundnut,150,86,101,38.34370296455784,75.74746437241136,6.0,Chalky,576
Cotton,158,98,57,30.353672456700306,94.50038690419476,6.0,Chalky,1396
Soybean,183,78,140,29.523454235301653,74.8941110840615,8.4,Loamy,934
Rice,227,30,122,30.968955756444387,84.24183795458676,7.6,Silty,1080
Sugarcane,54,89,93,10.005582702575351,26.138307963899532,4.1,Clay,1197
Cotton,73,62,118,22.381579626069076,62.36920958341403,7.0,Silty,491
Barley,204,43,101,18.805329180968258,51.500386991098964,8.8,Sandy,1255
Soybean,74,21,75,22.475446124610528,69.87703879457587,4.1,Clay,1092
Cotton,68,44,23,19.072026580408476,99.44069538915143,7.0,Chalky,857
Wheat,57,82,35,38.32012470447586,72.71346499882885,7.7,Silty,711
Soybean,138,45,135,32.71825906545739,47.432531126207664,7.4,Clay,703
Millets,117,60,104,27.839841980252892,78.41160595638112,6.5,Peaty,1364
Rice,119,55,116,19.030834326506678,78.73943882540337,6.2,Silty,831
Soybean,128,85,142,28.220392323280553,99.76932299727669,4.4,Chalky,1488
Groundnut,175,64,76,35.5841714374407,44.267092604415,7.5,Silty,736
Groundnut,160,22,38,38.07055693892816,59.94645216060689,5.3,Silty,1393
Groundnut,125,61,34,33.110677083266424,36.862415108782976,6.6,Chalky,502
Sugarcane,227,95,86,10.235636956518526,98.01276975154411,7.4,Sandy,556
Soybean,182,99,90,11.400831626553657,85.50706416390418,6.7,Loamy,703
Maize,285,84,145,18.75885764693297,97.06934404293453,8.1,Clay,494
Maize,250,82,61,18.629755062990654,25.58076130297385,4.4,Loamy,402
Wheat,131,29,31,31.30030350630853,90.16201796097862,6.3,Clay,1396
Pulses,71,74,39,12.431062644075812,33.799675600901544,7.3,Chalky,1067
Barley,84,40,145,11.756797430411936,57.86780275079205,4.1,Chalky,1454
Soybean,258,51,26,20.550034356823023,43.94465873466527,6.9,Peaty,1449
Soybean,285,78,36,35.82478456457227,25.619935330897363,8.6,Loamy,1266
Millets,61,87,32,24.064194086229392,40.32740632872407,7.2,Silty,1136
Rice,121,86,118,31.633080848845772,35.49988189658521,8.3,Peaty,1317
Barley,174,72,132,26.077398750403166,49.28548282620881,6.6,Peaty,760
Rice,83,51,47,16.90051007060446,41.703202952053005,5.2,Silty,648
Cotton,170,48,111,10.057379243960865,70.86977447876775,4.8,Sandy,1042
Pulses,181,83,98,37.430918493470124,27.598406892941494,6.7,Sandy,1128
Barley,81,79,33,18.078523472383388,47.43138878096743,6.7,Silty,477
Rice,205,67,131,33.54986297948095,38.48240320455641,7.9,Loamy,973
Barley,77,43,99,36.157517640680155,23.599595088085614,7.9,Sandy,346
Groundnut,136,76,115,16.714969794715223,62.581011684409724,5.0,Sandy,1090
Soybean,200,45,42,17.676966717291457,90.07313535790229,7.9,Sandy,507
Maize,124,26,79,32.31186463626843,74.35082135217954,6.9,Clay,1004
Groundnut,151,27,149,28.688171303855473,81.75769582642152,5.2,Sandy,1152
Wheat,66,78,20,12.665878488174652,63.83953297323177,7.8,Loamy,963
Millets,129,44,44,26.600720401852183,63.85998286377615,4.2,Loamy,1267
Barley,220,46,107,26.958777765655917,61.04192390095184,7.9,Peaty,836
Barley,149,43,44,32.19046800309768,26.116940535714672,5.0,Chalky,833
Millets,59,80,83,18.861943691421295,55.397961520588616,5.3,Clay,604
Maize,281,24,84,37.49390039691792,36.54281051392936,7.7,Chalky,1200
Pulses,187,52,131,26.70133236432626,88.46014963567814,5.3,Silty,1163
Rice,298,94,144,11.13688570700112,77.06370839198283,4.6,Silty,894
Rice,101,78,146,12.251952961688742,87.27565694819924,6.7,Loamy,1190
Cotton,209,88,24,37.84320301011664,89.9259460284588,7.5,Clay,397
Groundnut,95,90,60,11.28433909167043,29.26519930379864,8.1,Peaty,1392
Wheat,115,83,35,33.3936695504665,82.64187907953625,7.4,Clay,1010
Groundnut,89,49,134,28.457111526422594,74.50379948505517,6.7,Loamy,704
Cotton,141,87,56,17.106798323190038,98.97458728694644,7.6,Chalky,1020
Groundnut,86,66,94,28.80786697794914,58.98751632314096,7.9,Loamy,1181
Millets,194,24,141,25.19345585362464,36.57287525358618,6.5,Sandy,1270
Sugarcane,191,30,34,13.598386118651884,77.54147162777802,7.9,Peaty,974
Groundnut,280,71,142,21.312495257227503,92.00915979164675,6.4,Silty,436
Wheat,141,94,37,31.463213208194993,49.756757750020896,4.8,Chalky,736
Maize,232,90,20,34.81232981230244,21.908459229741773,8.5,Silty,622
Millets,262,26,114,18.313538627021522,26.297769597203448,5.2,Sandy,550
Pulses,209,32,92,38.42714710808741,42.16772651957592,6.0,Silty,1336
Maize,107,72,124,37.96415230270483,98.5541204433916,7.5,Peaty,640
Barley,262,68,43,29.892935834867494,63.21144750290674,8.2,Chalky,761
Wheat,251,31,80,17.40485971165656,94.92036697165393,6.5,Clay,1166
Soybean,236,34,75,39.33361470407654,92.82773170944841,6.5,Clay,817
Sugarcane,77,73,89,18.02053414454869,54.254909315349124,5.1,Loamy,313
Barley,187,96,104,29.18204408341463,23.818986578204758,5.2,Chalky,1250
Groundnut,118,90,79,24.862928944702674,78.05285286100272,5.5,Sandy,531
Groundnut,82,46,128,14.867267427156854,52.36371920380094,7.1,Clay,1456
Maize,290,79,48,19.913729439856844,42.30123308085831,7.0,Loamy,1083
Maize,230,21,30,13.537358833029284,90.46161881253889,5.3,Sandy,1040
Sugarcane,180,37,127,12.141249729655252,89.36907365221617,5.4,Silty,672
Millets,189,98,72,22.601039727299224,74.90249969124488,5.0,Clay,1077
Barley,124,55,118,18.151829831040253,92.3019306536975,8.6,Loamy,1093
Cotton,131,90,32,24.204184014287776,66.72522360936829,5.0,Chalky,1068
Maize,65,30,68,27.12228050196502,95.38760782252739,6.4,Sandy,1109
Millets,131,79,140,18.33594719861963,46.463788384792004,7.4,Sandy,901
Groundnut,284,51,128,28.92222904161724,46.461823695673445,8.8,Silty,668
Millets,201,78,51,10.487720512030931,76.78184887843358,5.0,Clay,520
Pulses,289,27,43,21.08716631565279,38.178439257534286,6.3,Sandy,417
Soybean,187,83,49,27.534545749695553,46.164240856496264,5.8,Silty,796
Soybean,112,97,47,15.644143101327666,77.24682285184414,7.5,Sandy,996
Cotton,174,58,23,39.437404620689776,93.6994333767582,8.4,Sandy,1467
Rice,272,94,130,34.995144001922135,89.69859500610474,8.8,Peaty,981
Soybean,220,92,62,26.73355972655248,99.44924769961187,7.9,Clay,755
Soybean,128,99,20,26.19424919003686,25.25172281404182,5.5,Sandy,372
Barley,66,23,52,29.753426787553458,30.594322102495717,8.8,Clay,1422
Soybean,148,93,43,30.463159057230268,88.49629767392574,5.2,Peaty,704
Groundnut,276,53,79,13.401781742061953,55.43673229729504,6.6,Sandy,380
Millets,175,38,35,35.00455936272941,36.58169921399428,9.0,Silty,555
Groundnut,80,45,102,17.080496807151743,49.49709700831417,7.5,Chalky,639
Pulses,272,65,92,32.879437933940665,36.18404076484316,6.5,Clay,897
Cotton,261,71,115,21.308252005933134,73.45004271263699,7.4,Silty,1292
Groundnut,131,36,129,37.28931567853103,66.7935499220828,4.4,Peaty,1057
Millets,71,46,22,11.54559342672345,55.575568779117674,4.8,Silty,1003
Wheat,167,88,54,38.904351885093675,80.87930122366569,6.9,Sandy,1066
Maize,166,81,121,26.94471917429362,31.68614228791825,8.6,Chalky,1165
Millets,183,98,82,21.34398426285564,93.70701480719205,5.7,Loamy,1303
Sugarcane,239,84,39,38.36955571678209,42.54105169483124,6.2,Silty,383
Sugarcane,236,87,61,12.959972685223653,99.66804141751959,6.7,Loamy,611
Groundnut,147,97,72,19.849236061563346,99.70855130633232,4.4,Silty,771
Maize,264,43,145,14.925890482764663,50.68387419765759,7.2,Loamy,968
Sugarcane,167,24,112,28.678208633470106,35.40669444387326,7.0,Clay,596
Sugarcane,213,23,142,31.725199740015984,71.89908850397899,5.3,Clay,822
Cotton,61,45,54,19.18051924521532,58.76277045947986,4.8,Peaty,1022
Groundnut,101,71,37,27.233629220069616,76.82181804455698,8.1,Silty,1047
Sugarcane,238,46,138,11.601597972272984,35.320819786593006,6.2,Sandy,846
Barley,55,84,140,14.670793256321812,21.834247817065364,7.5,Clay,1249
Maize,122,31,108,27.7674146606993,43.61272334846773,5.3,Clay,309
Maize,119,57,58,38.69194241279135,36.04553437512251,7.6,Silty,1475
Sugarcane,290,81,99,24.88756267468947,53.157764450073934,4.5,Loamy,1088
Pulses,135,71,38,11.955176868562173,26.643231604526,8.5,Loamy,1459
Rice,237,54,54,35.08143042126564,59.56011506834106,4.5,Sandy,1082
Barley,285,34,101,11.844437512730241,23.934228470466728,7.5,Loamy,488
Pulses,88,48,59,15.171848645604928,66.12693773815312,6.7,Chalky,1216
Barley,98,30,132,10.720674695162703,41.64216209856648,6.6,Chalky,1300
Rice,57,85,70,30.165765887235306,71.58003350922344,8.4,Loamy,791
Soybean,51,43,62,14.847347069015965,61.12105222638543,6.6,Loamy,1256
Pulses,277,47,97,36.82892083490462,52.38020057835459,7.9,Clay,381
Rice,132,47,36,39.82804470861501,97.01093451307925,7.2,Chalky,1105
Barley,224,77,113,13.742866130094583,77.55593977883953,6.8,Silty,424
Pulses,243,51,47,30.03388734891338,64.52127849511663,8.2,Sandy,779
Maize,250,55,150,25.278838394470277,33.667978072679546,4.4,Silty,628
Rice,65,96,88,13.944949399892462,32.89645648045582,6.3,Loamy,456
Millets,73,36,28,24.48711981216037,86.00114804455681,6.2,Loamy,376
Barley,207,91,33,32.596996607436424,45.666698132291465,5.5,Silty,974
Maize,211,74,46,25.825341964213678,21.455768927878296,8.7,Sandy,735
Millets,221,58,102,38.41109728458902,45.3581345531018,8.9,Sandy,588
Soybean,67,32,141,37.33595689391969,30.439410860912197,5.9,Chalky,877
Soybean,98,89,43,33.06146658214734,90.3539635444466,5.6,Sandy,323
Barley,68,87,83,32.95110464409137,65.72381492493652,8.5,Peaty,744
Barley,279,36,105,10.306441588664255,31.910640167324544,7.8,Peaty,846
Groundnut,222,93,76,16.865160034892703,69.4115377030173,8.8,Silty,1370
Cotton,288,89,28,27.478133271997617,42.02142181462609,8.9,Silty,790
Cotton,108,97,94,24.960771748723573,94.4586074175559,5.9,Clay,711
Rice,85,34,131,20.051365436872967,83.70149191713811,6.0,Silty,1473
Pulses,71,46,138,21.683356707040403,98.25904379876731,7.1,Chalky,914
Cotton,121,68,33,33.412317445293866,72.6320863023555,6.1,Chalky,1142
Maize,165,62,100,32.45639489044258,41.731926391888045,5.2,Silty,753
Wheat,184,89,43,34.37050187418984,35.414901266566964,5.7,Chalky,1080
Pulses,270,86,21,37.730711915310394,92.84123213051359,5.6,Loamy,1096
Soybean,251,72,49,36.70629562528883,71.99925501077323,5.8,Sandy,489
Soybean,160,70,104,31.280952060077542,83.68434013813385,5.8,Peaty,1328
Maize,154,51,43,13.955311206675754,26.347910639858263,6.1,Loamy,1500
Millets,63,27,38,13.259740366752403,26.408081948602813,7.2,Loamy,1198
Sugarcane,90,52,34,31.435248678771785,65.07132712635902,5.5,Clay,1098
Wheat,105,28,138,14.574620571762926,55.367687534549134,7.4,Sandy,1239
Sugarcane,106,31,73,35.458058861096816,31.78380201852032,5.5,Silty,1135
Rice,178,68,130,11.77300021558263,53.89202458980492,5.8,Silty,987
Groundnut,239,48,142,37.28987478726346,86.67218238080095,4.6,Chalky,1419
Cotton,168,57,119,13.39994968468705,28.27150986024329,8.8,Silty,1430
Pulses,258,57,100,17.35336876674637,34.28173676743069,6.3,Clay,1310
Barley,120,95,129,28.509869418787428,45.876542397985894,4.7,Loamy,739
Barley,253,95,106,18.30387379240925,44.43457155972677,7.2,Sandy,583
Cotton,90,57,53,24.866923529512462,67.72598602989049,7.4,Silty,324
Sugarcane,76,76,115,16.60231308967989,25.156203755335724,7.7,Clay,619
Millets,232,100,55,28.739115589636626,62.220965320550896,7.6,Chalky,815
Groundnut,179,74,27,39.383638535719115,60.22379035154599,8.2,Peaty,674
Soybean,143,38,25,31.5176813445795,91.70021084906818,8.5,Loamy,613
Sugarcane,261,64,133,26.83301125718598,56.53186542475087,6.1,Clay,926
Barley,99,94,75,21.860007948680927,78.83706407713649,7.9,Loamy,1498
Maize,111,79,70,23.009810602223883,39.699405868155004,6.5,Clay,409
Rice,101,74,106,11.549819356765742,22.886311248603207,8.2,Loamy,1002
Wheat,124,40,110,20.006161430267078,67.11983382341239,4.7,Silty,704
Groundnut,204,80,26,30.296443445867823,86.03476513867412,5.9,Peaty,1027
Maize,286,65,93,38.66237623641335,25.58322691066624,4.2,Peaty,776
Maize,91,46,137,16.617533193202433,89.91895237025582,6.8,Silty,756
Groundnut,230,75,47,21.159397517899343,35.443038852313016,4.7,Silty,662
Cotton,258,32,22,31.392799636734786,81.85028432871393,7.7,Peaty,1446
Pulses,161,54,76,28.127169203789922,91.6784453996761,4.8,Silty,929
Soybean,58,60,111,11.808385027315518,80.77360752614932,6.7,Loamy,1235
Millets,239,29,27,35.35552916506702,54.25116245404662,4.8,Loamy,1473
